,Club,Age,Height,National,Positions,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,CLB,Main_position,Foot,Contract,Market_Value
99,Fiorentina,30 years old (06-08-1994),"1,80m",Italy,Midfielder (Centre),0.4,0.2,0.2,-,-,-,-,-,-,-,0.3,-,0.4,-,-,1.4,0.3,0.1,0.4,0.9,0.6,0.1,-,0.1,,0.9,0.6,0.1,0.5,-,38.7,1.8,2.2,31.6,3.1,0.5,0.3,-,-,-,-,0.5,0.4,-,0.2,1,0.5,1.5,Danilo Cataldi,22(3),1726,3,-,1,-,0.5,86.2,0.2,2,6.64,SerieA,ACF Fiorentina,Defensive Midfield,right,"Jun 30, 2025",€4.00m
100,Monza,36 years old (09-09-1988),"1,80m",Italy,"Defender (Centre, Left, Right), Midfielder (Left, Right)",2,0.8,1.2,-,-,-,-,-,0.1,0.1,0.4,0.1,0.2,0.1,0.1,1.8,0.3,0.1,0.4,0.6,0.9,-,-,-,,0.8,0.3,-,0.3,0.2,30.3,1.4,1.3,25.3,2.3,0.8,0.1,-,-,-,-,0.5,0.1,0.1,0.3,1.4,0.5,1.9,Danilo D'Ambrosio,12(8),1095,-,1,2,1,0.5,88.3,0.8,-,6.23,SerieA,AC Monza,Centre-Back,right,"Jun 30, 2025",€800k
101,Lecce,22 years old (25-09-2002),"1,83m",Portugal,"Defender (Right), Midfielder (Right)",1,0.3,0.7,-,-,-,-,-,-,-,-,0.1,0.6,-,-,0.6,0.6,0.6,1.1,0.7,0.7,-,-,-,,0.4,0.7,0.2,0.4,-,8.6,0.1,0.8,5.6,2.1,0.6,0.4,-,-,-,-,0.3,0.1,0.1,0.1,0.8,0.6,1.3,Danilo Veiga,2(7),271,-,-,-,-,0.3,66.2,0.3,-,6.23,SerieA,US Lecce,Right-Back,right,"Jun 30, 2027",€1.00m
102,Monza,26 years old (02-05-1998),"1,80m",Portugal,"Attacking Midfielder (Centre, Left), Forward",4.2,1.9,2.4,-,-,-,-,-,-,0.1,-,0.1,0.6,0.1,-,0.8,0.8,0.4,1.2,1.1,0.9,0.2,0.1,-,,0.3,0.7,-,0.7,0.2,16.7,0.6,0.2,12.2,3.8,2,1,-,-,-,-,1.4,0.2,0.1,1.1,0.4,0.1,0.6,Dany Mota,23(6),1986,5,2,3,-,1.4,76.1,1.9,1,6.45,SerieA,AC Monza,Second Striker,right,"Jun 30, 2027",€5.00m
103,Verona,34 years old (15-09-1990),"1,81m",Serbia,"Midfielder (Centre, Left, Right)",0.8,0.3,0.5,-,-,-,-,-,-,0.1,0.1,0.1,0.6,-,-,1.4,0.6,0.3,0.8,0.2,0.3,-,-,-,,0.4,0.7,0.2,0.5,0.2,14.3,0.5,1.1,9,3.6,0.5,0.3,-,-,-,-,0.7,0.3,-,0.4,0.8,0.7,1.4,Darko Lazovic,17(9),1435,1,3,-,-,0.7,66.8,0.3,-,6.37,SerieA,Hellas Verona,Left Midfield,right,"Jun 30, 2025",€1.00m
104,Napoli,28 years old (03-03-1997),"1,76m",Brazil,"Attacking Midfielder (Centre, Left, Right)",0.6,0.1,0.4,0.1,-,-,-,-,-,0.2,-,-,0.2,0.1,-,0.1,1.5,1.3,2.8,0.4,0.6,0.1,0.1,-,,0.3,1,0.2,0.7,0.2,17,0.2,0.1,14.5,2.3,1.4,0.9,-,-,-,-,1.1,0.4,0.1,0.6,0.7,0.2,0.9,David Neres,13(12),1227,2,4,2,-,1.1,85.9,0.1,-,6.73,SerieA,SSC Napoli,Left Winger,left,"Jun 30, 2028",€30.00m
105,Fiorentina,34 years old (07-11-1990),"1,92m",Spain,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,-,0.1,-,-,-,-,,-,0.1,0.1,-,-,28.8,7.6,8.6,12.3,0.2,-,-,2.9,0.1,1.6,1.2,-,-,-,-,-,-,-,David De Gea,31,2790,-,1,1,-,-,69.4,0.2,2,6.88,SerieA,ACF Fiorentina,Goalkeeper,right,"Jun 30, 2025",€5.00m
106,Bologna,28 years old (06-12-1996),"1,76m",Italy,"Defender (Left, Right), Midfielder (Right)",1.8,0.9,0.9,-,-,-,-,-,0.1,0.1,-,0.4,0.4,0.3,-,2,0.4,-,0.4,0.5,0.8,-,-,-,,0.1,1.4,0.1,1.3,-,38.3,2,2.5,29.9,3.9,1.1,0.4,-,-,-,-,0.4,0.4,-,-,1.5,0.8,2.3,Davide Calabria,6(2),533,-,1,2,-,0.4,83.3,0.9,-,6.62,SerieA,Bologna FC 1909,Right-Back,right,"Jun 30, 2025",€7.50m
107,Verona,33 years old (25-10-1991),"1,80m",Italy,"Defender (Right), Midfielder (Right)",1.1,0.1,1,-,-,-,-,-,-,-,0.3,0.1,0.4,0.1,-,1.2,0.1,-,0.1,0.1,0.8,-,-,-,,0.2,0.2,-,0.2,0.2,7.6,0.1,0.7,5.4,1.3,0.3,-,-,-,-,-,0.1,-,0.1,-,1.1,0.7,1.8,Davide Faraoni,4(5),258,-,-,1,-,0.1,73.5,0.1,-,6.21,SerieA,Hellas Verona,Right-Back,right,"Jun 30, 2025",€1.00m
108,Inter,25 years old (22-09-1999),"1,78m",Italy,Defensive Midfielder (C),0.9,0.4,0.5,-,-,-,-,-,-,-,0.1,-,0.3,-,-,0.4,0.4,0.3,0.6,1.1,0.4,0.2,0.1,-,,0.2,0.3,-,0.2,0.1,11.8,0.2,0.2,9.7,1.6,0.6,0.1,-,-,-,-,1,0.1,0.2,0.7,0.6,0.3,0.9,Davide Frattesi,8(19),1124,5,1,1,-,1,84.6,0.4,1,6.47,SerieA,Inter Milan,Central Midfield,right,"Jun 30, 2028",€32.00m
109,Atalanta,32 years old (11-06-1992),"1,82m",Italy,"Defender (Left, Right), Midfielder (Left, Right)",0.8,0.4,0.4,0.1,-,-,-,-,-,0.1,0.2,0.3,0.7,0.1,-,0.7,1,0.4,1.5,0.5,0.6,0.1,-,0.1,,0.4,0.9,0.3,0.6,0.2,29.9,0.6,1.1,25.2,3,1,0.6,-,-,-,-,1.3,0.7,-,0.6,1,0.7,1.6,Davide Zappacosta,24(3),1883,4,2,3,-,1.3,86.5,0.4,1,6.76,SerieA,Atalanta BC,Right Midfield,right,"Jun 30, 2025",€6.00m
110,Como,29 years old (11-04-1996),"1,88m",England,"Midfielder (Centre, Left), Forward",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,,-,-,-,-,-,3,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,Dele Alli,0(1),9,-,-,-,1,-,100,-,-,4.96,SerieA,Como 1907,Attacking Midfield,right,"Jun 30, 2026",€3.50m
111,Parma Calcio 1913,26 years old (26-08-1998),"1,83m",Romania,"Attacking Midfielder (Centre, Right)",0.8,0.3,0.5,-,-,-,-,-,0.1,0.1,0.1,0.1,0.4,-,-,0.3,1.6,0.8,2.3,0.5,0.3,0.1,0.1,-,,0.3,1.4,0.1,1.3,0.1,23.3,0.5,0.4,18.5,3.9,1.4,1,-,-,-,-,1.4,0.4,-,1,0.4,0.6,1,Dennis Man,23(9),1999,4,4,-,-,1.4,81.6,0.3,2,6.53,SerieA,Parma Calcio 1913,Right Winger,left,"Jun 30, 2027",€12.50m
112,Inter,29 years old (18-04-1996),"1,88m",Netherlands,"Defender (Right), Midfielder (Right)",2.9,2.1,0.8,-,-,-,-,-,-,0.1,0.2,0.1,0.8,0.2,-,0.7,1.1,0.3,1.4,0.6,2,0.2,0.1,-,,0.2,0.8,-,0.7,0.2,21.5,0.6,0.6,16,4.3,1,0.4,-,-,-,-,1.3,-,0.2,1.1,1,0.4,1.3,Denzel Dumfries,19(7),1786,6,2,4,-,1.3,77.1,2.1,1,6.89,SerieA,Inter Milan,Right-Back,right,"Jun 30, 2028",€28.00m
113,Empoli,26 years old (12-05-1998),"1,95m",Colombia,Goalkeeper,0.4,0.3,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.9,-,-,-,0.1,-,-,-,-,,-,-,-,-,-,31.3,6.4,13.5,11.1,0.3,0.1,-,2.7,0.2,1.8,0.7,-,-,-,-,-,-,-,Devis Vasquez,28,2520,-,-,2,-,-,55.8,0.3,2,6.46,SerieA,FC Empoli,Goalkeeper,right,"Jun 30, 2025",€2.00m
114,Roma,22 years old (18-01-2003),"1,81m",Netherlands,"Defender (Centre, Left, Right), Midfielder (Right)",1.6,1,0.6,-,-,-,-,-,0.1,0.1,0.2,0.1,0.2,-,-,0.7,0.2,-,0.2,0.6,0.1,-,-,-,,0.5,0.2,-,0.2,-,19.7,0.4,0.9,16.6,1.8,0.3,0.2,-,-,-,-,0.2,0.1,0.1,-,1.5,0.1,1.6,Devyne Rensch,4(6),363,-,1,-,-,0.2,86.3,1,-,6.51,SerieA,AS Roma,Right-Back,right,"Jun 30, 2029",€12.00m
115,Verona,21 years old (28-12-2003),"1,93m",Italy,Defender (Centre),6,3.8,2.2,-,-,-,-,-,-,-,0.8,-,0.5,0.3,-,5.2,0.1,-,0.1,-,1.4,-,-,-,,2.1,0.1,-,0.1,-,34.3,1.6,2.5,26.5,3.7,0.3,0.2,-,-,-,-,0.2,-,-,0.2,2.1,0.4,2.4,Diego Coppola,30(1),2657,1,-,10,-,0.2,81.8,3.8,3,6.82,SerieA,Hellas Verona,Centre-Back,right,"Jun 30, 2027",€7.50m
116,Fiorentina,26 years old (17-11-1998),"1,66m",,"Defender (Right), Midfielder (Right)",0.9,0.4,0.5,0.1,-,-,-,-,0.1,0.2,0.2,0.2,0.5,0.2,-,1.6,1.8,1.4,3.2,1.8,0.7,-,-,-,,1,1,0.2,0.8,0.1,38,1.7,2.2,29.3,4.8,2.1,0.7,-,-,-,-,0.8,0.3,-,0.5,1.3,0.7,2,Dodo,32,2849,-,5,7,-,0.8,81.5,0.4,1,6.9,SerieA,ACF Fiorentina,Right-Back,right,"Jun 30, 2027",€22.00m
117,Verona,25 years old (10-12-1999),"1,78m",Croatia,"Defender (Left), Midfielder (Left)",1.4,0.6,0.8,-,-,-,-,-,-,-,0.2,0.2,0.5,0.2,-,1.6,0.8,0.6,1.4,0.5,0.8,-,-,-,,0.5,0.8,0.3,0.5,0.1,19.4,0.8,1.3,14.1,3.2,1.1,0.4,-,-,-,-,0.2,0.1,-,0.1,1.3,0.4,1.7,Domagoj Bradaric,21(4),1687,-,-,6,-,0.2,76.7,0.6,-,6.37,SerieA,Hellas Verona,Left-Back,left,"Jun 30, 2025",€4.00m
118,Venezia,29 years old (18-11-1995),"1,88m",Slovenia,"Attacking Midfielder (Centre, Right)",0.9,0.3,0.6,-,-,-,-,-,-,-,0.3,-,0.4,-,-,0.5,0.1,-,0.1,0.5,0.3,-,-,-,,0.5,-,-,-,-,5.8,0.1,0.5,3,2.1,0.9,0.1,-,-,-,-,0.1,-,-,0.1,0.5,0.1,0.6,Domen Crnigoj,1(7),131,-,-,-,-,0.1,54.3,0.3,-,6.1,SerieA,Venezia FC,Central Midfield,right,"Jun 30, 2026",€900k
119,Juventus,26 years old (09-05-1998),"1,77m",Brazil,Midfielder (Centre),0.5,0.3,0.2,-,-,-,-,-,-,-,0.1,-,0.2,0.1,-,0.3,0.2,0.6,0.8,0.4,0.8,-,-,-,,0.1,0.9,0.2,0.7,-,24.5,1.6,0.6,20.7,1.7,0.4,0.4,-,-,-,-,0.4,0.2,-,0.3,0.8,0.2,0.9,Douglas Luiz,3(13),485,-,-,2,-,0.4,90.8,0.3,-,6.4,SerieA,Juventus FC,Central Midfield,right,"Jun 30, 2029",€38.00m
120,Parma Calcio 1913,23 years old (18-02-2002),"1,79m",Ivory Coast,Midfielder,0.7,0.2,0.5,-,-,-,-,-,-,-,-,-,0.3,0.2,-,0.1,0.5,0.8,1.4,0.7,0.8,-,-,-,,0.1,0.2,-,0.2,0.1,8.3,0.2,0.4,6.2,1.5,0.6,0.1,-,-,-,-,0.8,0.3,-,0.5,0.5,0.4,0.9,Drissa Camara,1(18),384,-,-,3,-,0.8,77.1,0.2,-,6.24,SerieA,Parma Calcio 1913,Central Midfield,right,"Jun 30, 2025",€1.80m
121,Juventus,25 years old (28-01-2000),"1,90m",Serbia,Forward,3.1,1.5,1.6,-,-,-,-,-,0.2,0.2,0.1,-,0.2,0.1,-,0.3,0.7,0.3,1.1,0.7,1,0.3,0.3,-,,-,0.6,-,0.6,0.5,13,0.4,0.2,8.9,3.5,1.8,1,-,-,-,-,2.9,0.6,0.2,2.1,0.1,0.2,0.3,Dusan Vlahovic,21(5),1751,9,4,3,-,2.9,71.5,1.5,3,6.7,SerieA,Juventus FC,Centre-Forward,left,"Jun 30, 2026",€45.00m
122,Torino,34 years old (01-04-1991),"1,88m",Colombia,Forward,7,2.9,4.1,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,1,1.1,0.1,1.3,1.1,1.4,0.4,0.3,-,,0.3,1.3,-,1.3,0.3,17.3,0.7,0.1,11.3,5.1,1.3,1.1,-,-,-,-,3,0.3,0.3,2.4,1,0.4,1.4,Duvan Zapata,7,589,3,-,1,-,3,69.4,2.9,1,7.14,SerieA,Torino FC,Centre-Forward,right,"Jun 30, 2027",€4.00m
123,Fiorentina,22 years old (16-05-2002),"1,81m",Italy,"Midfielder (Centre, Left)",2.3,1,1.3,-,-,-,-,-,0.2,0.2,-,0.2,1,0.3,-,0.5,0.8,0.6,1.3,1.8,1.3,0.1,0.1,-,,0.5,0.9,0.1,0.8,-,27.9,1.2,0.8,22.1,3.8,1.1,0.9,-,-,-,-,0.6,0.1,-,0.5,2,1.2,3.2,Edoardo Bove,11(1),857,1,2,3,-,0.6,83.3,1,1,6.91,SerieA,ACF Fiorentina,Central Midfield,right,"Jun 30, 2025",€5.00m
124,Como,31 years old (02-11-1993),"1,93m",Italy,"Defender (Centre, Right)",2.8,1.6,1.1,-,-,-,-,-,-,-,0.3,0.1,0.3,0.3,-,2.9,0.1,0.1,0.2,1,1.3,-,-,-,,0.9,0.1,-,0.1,0.1,43.6,2,2.8,36,2.8,0.3,0.2,-,-,-,-,0.4,-,0.2,0.2,1.1,0.1,1.2,Edoardo Goldaniga,25(4),2261,1,-,9,1,0.4,87.2,1.6,-,6.38,SerieA,Como 1907,Centre-Back,right,"Jun 30, 2026",€2.00m
125,Roma,29 years old (29-06-1995),"1,90m",Uzbekistan,"Attacking Midfielder (Centre), Forward",2.4,1,1.5,-,-,-,-,-,0.1,0.1,-,-,0.3,-,-,-,0.7,0.2,1,0.2,0.4,0.2,0.1,-,,-,0.6,-,0.6,0.1,9.8,0.2,-,7.4,2.1,1.7,0.7,-,-,-,-,1.1,0.1,0.3,0.7,0.5,0.1,0.6,Eldor Shomurodov,7(16),789,4,3,1,-,1.1,77.8,1,-,6.42,SerieA,AS Roma,Centre-Forward,right,"Jun 30, 2026",€4.00m
126,Cagliari,23 years old (25-08-2001),"1,91m",Italy,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,-,-,0.4,-,-,-,-,,-,-,-,-,-,33.6,9,12,12.5,0.1,-,-,2.7,0.1,1.7,0.9,-,-,-,-,-,0.1,0.1,Elia Caprile,15,1350,-,-,-,-,-,63.9,0.3,2,6.82,SerieA,Cagliari Calcio,Goalkeeper,right,"Jun 30, 2025",€8.00m
127,Torino,25 years old (24-09-1999),"1,84m",Macedonia,"Midfielder (Centre, Left, Right), Forward",0.4,0.1,0.3,-,-,-,-,-,-,-,0.2,-,0.4,-,-,0.5,1.9,0.8,2.7,1.1,1.2,0.4,0.4,-,,0.5,0.7,-,0.7,0.2,20.3,0.4,0.3,16.6,3,1.3,0.6,-,-,-,-,1.4,0.6,-,0.8,0.7,0.3,1,Eljif Elmas,9(1),764,4,-,-,-,1.4,83.7,0.1,-,6.83,SerieA,Torino FC,Attacking Midfield,right,"Jun 30, 2025",€14.00m
128,Lazio,31 years old (02-02-1994),"1,82m",Albania,"Defender (Left, Right), Midfielder (Right)",1.1,0.6,0.5,0.1,-,-,-,-,0.1,0.3,0.3,0.3,-,-,-,1.5,0.4,0.4,0.8,0.1,0.3,-,-,-,,0.5,0.6,-,0.6,-,18.6,1.4,0.9,14.4,2,0.6,-,-,-,-,-,-,-,-,-,0.9,-,0.9,Elseid Hysaj,3(5),276,-,2,-,-,-,84.6,0.6,-,6.7,SerieA,SS Lazio,Right-Back,right,"Jun 30, 2026",€2.00m
129,Parma Calcio 1913,26 years old (07-12-1998),"1,80m",Italy,"Defender (Left), Midfielder (Left)",1,0.5,0.5,0.1,-,-,-,-,0.1,0.2,0.3,0.3,0.5,-,-,2.7,1.1,0.3,1.4,0.6,0.7,0.1,-,-,,0.9,1.1,0.3,0.8,-,24.4,1.2,2.2,17.2,3.8,1.2,0.1,-,-,-,-,0.8,0.7,-,0.2,1.5,0.9,2.4,Emanuele Valeri,30(1),2570,2,6,1,-,0.8,75.2,0.5,1,6.65,SerieA,Parma Calcio 1913,Left-Back,left,"Jun 30, 2027",€3.00m
130,AC Milan,26 years old (14-01-1999),"1,83m",Brazil,"Defender (Centre, Left, Right), Midfielder (Right)",2.3,1.5,0.8,-,-,-,-,-,-,-,0.1,0.3,0.6,0.3,-,3,0.6,0.4,1.1,1.9,2,-,-,-,,0.8,0.9,-,0.9,-,45.7,1.1,0.8,40.1,3.8,1.1,0.6,-,-,-,-,0.6,0.2,-,0.4,2.6,1.1,3.7,Emerson Royal,16(1),1382,-,-,5,-,0.6,90,1.5,1,6.88,SerieA,AC Milan,Right-Back,right,"Jun 30, 2028",€10.00m
131,Bologna,24 years old (13-05-2000),"1,91m",Sweden,"Defender (Right), Midfielder (Right)",2.7,1.6,1.1,-,-,0.1,-,-,-,0.1,0.2,0.2,0.8,0.2,-,2.5,0.7,0.5,1.2,1.3,0.7,0.1,0.1,-,,0.5,0.5,0.1,0.4,0.1,28.3,1.9,2.1,20.7,3.6,1.3,0.6,-,-,-,-,0.5,0.2,-,0.4,1.8,0.5,2.3,Emil Holm,11(8),1078,1,1,3,-,0.5,79.7,1.6,1,6.75,SerieA,Bologna FC 1909,Right-Back,right,"Jun 30, 2028",€8.00m
132,Empoli,31 years old (11-01-1994),"1,81m",Ghana,"Midfielder (Centre, Left, Right), Forward",3,1.2,1.8,-,-,-,-,-,-,-,0.2,0.3,0.5,0.2,-,1.9,0.3,0.5,0.9,0.6,1.3,0.1,-,-,,0.2,0.4,-,0.4,0.4,20.8,0.5,1.2,15.2,3.9,1.4,0.7,-,-,-,-,0.6,-,0.2,0.4,1.5,0.3,1.9,Emmanuel Gyasi,33,2881,2,1,5,-,0.6,75.5,1.2,-,6.45,SerieA,FC Empoli,Right Midfield,right,"Jun 30, 2025",€2.00m
133,Parma Calcio 1913,25 years old (10-11-1999),"1,83m",Italy,"Defender (Centre, Right)",2.5,1.2,1.4,-,-,-,-,-,-,-,1.1,0.5,1,0.2,-,3.6,-,0.1,0.1,0.5,0.5,0.1,0.1,-,,0.6,0.4,-,0.4,-,41,1.8,2.8,33.4,3,0.3,0.1,-,-,-,-,0.4,-,-,0.4,0.9,0.2,1.1,Enrico Delprato,28(2),2586,4,-,7,-,0.4,85.9,1.2,-,6.67,SerieA,Parma Calcio 1913,Right-Back,right,"Jun 30, 2027",€6.00m
134,Bologna,21 years old (24-08-2003),"1,85m",Spain,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,-,1,-,-,-,,-,2,-,2,-,8,-,-,7,1,-,-,-,-,-,-,2,1,-,1,-,-,-,Estanis Pedrola,0(1),8,-,-,-,-,2,87.5,-,-,6.57,SerieA,Bologna FC 1909,Left Winger,right,"Jun 30, 2025",€1.80m
135,Roma,25 years old (20-08-1999),"1,92m",Ivory Coast,"Defender (Centre, Left)",3,1.7,1.3,-,-,-,-,-,-,-,0.8,0.1,0.4,0.1,-,3.9,0.1,-,0.1,0.7,0.9,-,-,-,,0.9,0.2,-,0.2,-,66.2,2.1,2.8,58.8,2.5,0.5,0.1,-,-,-,-,0.5,-,-,0.5,0.9,0.2,1,Evan Ndicka,34,3060,-,1,2,-,0.5,92,1.7,-,6.75,SerieA,AS Roma,Centre-Back,left,"Jun 30, 2028",€25.00m
136,Fiorentina,24 years old (09-11-2000),"1,78m",Italy,"Defender (Left, Right), Midfielder (Left)",1.1,0.5,0.7,-,-,-,-,-,-,-,0.1,0.3,0.5,0.1,-,0.4,0.7,0.3,1,1.1,0.6,-,-,-,,0.6,0.2,0.1,0.1,-,14.5,0.6,0.9,11,2,0.8,0.5,-,-,-,-,0.3,0.1,-,0.2,0.9,0.3,1.2,Fabiano Parisi,9(14),931,1,-,2,-,0.3,79.9,0.5,-,6.38,SerieA,ACF Fiorentina,Left-Back,left,"Jun 30, 2028",€5.00m
137,Genoa,21 years old (03-08-2003),"1,80m",Italy,"Attacking Midfielder (Centre, Left)",1.4,0.5,0.9,0.1,-,-,-,-,-,0.1,-,0.2,0.8,0.1,-,0.3,1.9,1,2.9,2.1,0.9,0.1,0.1,-,,0.3,0.9,0.3,0.6,0.1,19.7,0.8,1.1,15,2.8,2.5,1.4,-,-,-,-,1,0.2,-,0.7,1.1,0.6,1.7,Fabio Miretti,22(3),1696,3,3,2,-,1,80.1,0.5,2,6.53,SerieA,Genoa CFC,Central Midfield,right,"Jun 30, 2025",€14.00m
138,Venezia,27 years old (24-01-1998),"1,84m",Guinea-Bissau,"Defender (Centre, Left), Midfielder (Left)",4.9,2.8,2.1,-,-,-,-,-,0.1,0.1,0.8,0.2,0.4,0.3,-,4.8,0.1,0.5,0.6,1.5,1.6,-,-,-,,0.8,0.2,0.1,0.1,-,51.3,2.6,5.4,39.7,3.6,0.3,0.5,-,-,-,-,0.2,-,0.1,0.2,1.5,0.5,2,Fali Cande,13,1170,-,1,4,-,0.2,82.5,2.8,1,6.75,SerieA,Venezia FC,Centre-Back,left,"Jun 30, 2025",€2.00m
139,Lecce,28 years old (20-09-1996),"1,87m",Italy,Defender (Centre),4,2.5,1.5,-,-,-,-,-,-,-,0.9,0.1,0.4,0.1,-,5.8,-,0.1,0.1,0.2,0.9,0.1,0.1,-,,0.6,0.1,-,0.1,-,43.1,3.3,3.1,34,2.6,0.4,-,-,-,-,-,0.6,-,0.1,0.5,1,0.2,1.2,Federico Baschirotto,34,3060,2,-,3,-,0.6,86.7,2.5,-,6.59,SerieA,US Lecce,Centre-Back,right,"Jun 30, 2026",€3.80m
140,Inter,27 years old (10-11-1997),"1,75m",Italy,"Defender (Centre, Left), Midfielder (Left)",0.7,0.2,0.4,0.1,-,-,-,-,0.1,0.2,0.1,0.2,0.6,0.1,-,0.8,0.2,0.1,0.3,0.3,0.7,0.1,0.1,-,,0.4,1.6,0.6,1,0.3,31.2,1.1,1.1,25.1,3.9,0.6,0.3,-,-,-,-,1.8,0.9,-,0.9,0.8,0.3,1.1,Federico Dimarco,26(3),1969,4,7,3,-,1.8,83.9,0.2,2,6.94,SerieA,Inter Milan,Left-Back,left,"Jun 30, 2027",€60.00m
141,Juventus,26 years old (24-06-1998),"1,90m",Italy,Defender (Centre),2.3,1.3,1,-,-,-,-,-,-,-,0.6,-,0.3,0.1,-,2.6,0.2,0.3,0.5,0.7,0.7,-,-,-,,0.6,0.3,-,0.2,-,51.9,0.8,0.8,48.6,1.7,0.4,0.3,-,-,-,-,0.9,0.2,-,0.6,1,0.4,1.4,Federico Gatti,26(2),2188,1,-,2,-,0.9,95.2,1.3,2,6.78,SerieA,Juventus FC,Centre-Back,right,"Jun 30, 2028",€25.00m
142,Bologna,25 years old (11-11-1999),"1,96m",Italy,Goalkeeper,0.6,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,-,0.1,0.1,0.4,-,-,-,-,,-,0.1,0.1,-,-,36.4,5.4,8.6,22.3,0.1,-,-,0.9,-,0.5,0.5,-,-,-,-,-,-,-,Federico Ravaglia,10(1),965,-,-,-,-,-,76,0.6,-,6.44,SerieA,Bologna FC 1909,Goalkeeper,right,"Jun 30, 2028",€1.00m
143,Como,19 years old (12-01-2006),"1,87m",,Defender,1.1,0.6,0.6,-,-,-,-,-,-,-,0.3,-,-,0.3,-,0.7,0.1,-,0.1,0.1,0.7,-,-,-,,0.6,0.1,-,0.1,-,13.3,0.9,0.9,9.7,1.9,0.7,-,-,-,-,-,-,-,-,-,1.3,0.3,1.6,Fellipe Jack,1(6),168,-,-,2,-,-,79.6,0.6,-,6.33,SerieA,Como 1907,Centre-Back,left,"Jun 30, 2025",€1.40m
144,AC Milan,27 years old (19-12-1997),"1,85m",England,"Defender (Centre, Right)",2.8,1.4,1.3,-,-,0.1,-,-,-,0.1,0.6,0.3,0.2,0.1,0.1,2.7,-,0.1,0.1,0.3,0.5,-,-,-,,0.9,0.3,0.1,0.3,-,48.8,1.3,1.6,44,1.9,0.3,0.1,-,-,-,-,0.1,-,-,0.1,1.8,0.4,2.2,Fikayo Tomori,15(3),1320,-,1,1,1,0.1,92.8,1.4,-,6.62,SerieA,AC Milan,Centre-Back,right,"Jun 30, 2027",€20.00m
145,Lecce,23 years old (10-01-2002),"1,87m",Poland,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,-,-,-,-,-,5,-,-,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Filip Marchwinski,0(1),14,-,-,-,-,-,80,-,-,6.04,SerieA,US Lecce,Attacking Midfield,both,"Jun 30, 2028",€3.00m
146,Venezia,23 years old (25-02-2002),"1,87m",Serbia,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,0.1,-,1.3,-,-,-,0.1,-,-,-,-,,-,-,-,-,-,28.8,4.9,8.3,15.1,0.4,-,-,3.8,0.2,2,1.6,-,-,-,-,-,-,-,Filip Stankovic,16,1368,-,-,1,-,-,69.6,0.3,1,6.86,SerieA,Venezia FC,Goalkeeper,right,"Jun 30, 2025",€6.00m
147,AC Milan,22 years old (08-02-2003),"1,86m",Italy,"Defender (Left), Midfielder (Right)",1.3,0.8,0.4,-,-,-,-,-,-,-,-,0.1,0.1,0.3,-,0.8,0.2,-,0.2,0.8,0.9,-,-,-,,0.5,0.2,-,0.2,0.1,18.6,0.2,0.3,16.5,1.6,0.1,0.4,-,-,-,-,0.3,0.1,-,0.2,0.8,0.4,1.2,Filippo Terracciano,6(6),534,-,-,3,-,0.3,89.7,0.8,-,6.32,SerieA,AC Milan,Right-Back,right,"Jun 30, 2028",€4.50m
148,Lazio,24 years old (06-02-2001),"1,86m",Nigeria,"Midfielder (Centre, Left)",0.7,0.2,0.6,-,-,-,-,-,0.1,0.1,0.1,0.1,0.4,-,-,0.2,0.4,0.7,1.1,0.2,0.4,0.2,0.2,-,,0.2,0.5,-,0.5,-,17.6,0.2,0.1,15.6,1.8,0.8,0.8,-,-,-,-,0.8,0.4,-,0.4,0.5,0.2,0.7,Fisayo Dele Bashiru,11(8),894,3,1,-,-,0.8,89.3,0.2,-,6.4,SerieA,SS Lazio,Attacking Midfield,right,"Jun 30, 2025",€8.00m
